timestamp,demand_mw,area,feeder
2023-02-03 04:00:00,794.37,North Delhi,TPDDL-North
2023-02-03 04:00:00,729.63,West Delhi,BRPL-West
2023-02-03 04:00:00,525.07,East Delhi,BYPL-East
2023-02-03 04:00:00,283.56,Central Delhi,NDMC-Central
2023-02-03 05:00:00,1008.79,South Delhi,BRPL-South
2023-02-03 05:00:00,804.29,North Delhi,TPDDL-North
2023-02-03 05:00:00,712.98,West Delhi,BRPL-West
2023-02-03 05:00:00,515.73,East Delhi,BYPL-East
2023-02-03 05:00:00,267.94,Central Delhi,NDMC-Central
2023-02-03 06:00:00,1156.88,South Delhi,BRPL-South
2023-02-03 06:00:00,892.67,North Delhi,TPDDL-North
2023-02-03 06:00:00,795.35,West Delhi,BRPL-West
2023-02-03 06:00:00,623.36,East Delhi,BYPL-East
2023-02-03 06:00:00,304.74,Central Delhi,NDMC-Central
2023-02-03 07:00:00,1196.48,South Delhi,BRPL-South
2023-02-03 07:00:00,973.0,North Delhi,TPDDL-North
2023-02-03 07:00:00,899.8,West Delhi,BRPL-West
2023-02-03 07:00:00,638.46,East Delhi,BYPL-East
2023-02-03 07:00:00,316.19,Central Delhi,NDMC-Central
2023-02-03 08:00:00,1273.11,South Delhi,BRPL-South
2023-02-03 08:00:00,1011.76,North Delhi,TPDDL-North
2023-02-03 08:00:00,942.26,West Delhi,BRPL-West
2023-02-03 08:00:00,667.72,East Delhi,BYPL-East
2023-02-03 08:00:00,317.4,Central Delhi,NDMC-Central
2023-02-03 09:00:00,1380.21,South Delhi,BRPL-South
2023-02-03 09:00:00,1102.9,North Delhi,TPDDL-North
2023-02-03 09:00:00,1017.82,West Delhi,BRPL-West
2023-02-03 09:00:00,741.96,East Delhi,BYPL-East
2023-02-03 09:00:00,364.68,Central Delhi,NDMC-Central
2023-02-03 10:00:00,1343.81,South Delhi,BRPL-South
2023-02-03 10:00:00,1078.15,North Delhi,TPDDL-North
2023-02-03 10:00:00,950.54,West Delhi,BRPL-West
2023-02-03 10:00:00,745.23,East Delhi,BYPL-East
2023-02-03 10:00:00,356.3,Central Delhi,NDMC-Central
2023-02-03 11:00:00,1381.05,South Delhi,BRPL-South
2023-02-03 11:00:00,1114.31,North Delhi,TPDDL-North
2023-02-03 11:00:00,1017.84,West Delhi,BRPL-West
2023-02-03 11:00:00,769.63,East Delhi,BYPL-East
2023-02-03 11:00:00,365.0,Central Delhi,NDMC-Central
2023-02-03 12:00:00,1428.06,South Delhi,BRPL-South
2023-02-03 12:00:00,1143.46,North Delhi,TPDDL-North
2023-02-03 12:00:00,1050.71,West Delhi,BRPL-West
2023-02-03 12:00:00,786.09,East Delhi,BYPL-East
2023-02-03 12:00:00,355.07,Central Delhi,NDMC-Central
2023-02-03 13:00:00,1373.69,South Delhi,BRPL-South
2023-02-03 13:00:00,1106.01,North Delhi,TPDDL-North
2023-02-03 13:00:00,1016.62,West Delhi,BRPL-West
2023-02-03 13:00:00,724.0,East Delhi,BYPL-East
2023-02-03 13:00:00,363.1,Central Delhi,NDMC-Central
2023-02-03 14:00:00,1360.16,South Delhi,BRPL-South
2023-02-03 14:00:00,1118.35,North Delhi,TPDDL-North
2023-02-03 14:00:00,1014.7,West Delhi,BRPL-West
2023-02-03 14:00:00,736.37,East Delhi,BYPL-East
2023-02-03 14:00:00,351.74,Central Delhi,NDMC-Central
2023-02-03 15:00:00,1337.0,South Delhi,BRPL-South
2023-02-03 15:00:00,1082.63,North Delhi,TPDDL-North
2023-02-03 15:00:00,1006.02,West Delhi,BRPL-West
2023-02-03 15:00:00,735.72,East Delhi,BYPL-East
2023-02-03 15:00:00,370.55,Central Delhi,NDMC-Central
2023-02-03 16:00:00,1328.58,South Delhi,BRPL-South
2023-02-03 16:00:00,1057.75,North Delhi,TPDDL-North
2023-02-03 16:00:00,971.0,West Delhi,BRPL-West
2023-02-03 16:00:00,738.93,East Delhi,BYPL-East
2023-02-03 16:00:00,327.76,Central Delhi,NDMC-Central
2023-02-03 17:00:00,1445.4,South Delhi,BRPL-South
2023-02-03 17:00:00,1119.79,North Delhi,TPDDL-North
2023-02-03 17:00:00,1036.98,West Delhi,BRPL-West
2023-02-03 17:00:00,753.25,East Delhi,BYPL-East
2023-02-03 17:00:00,377.24,Central Delhi,NDMC-Central
2023-02-03 18:00:00,1488.22,South Delhi,BRPL-South
2023-02-03 18:00:00,1193.42,North Delhi,TPDDL-North
2023-02-03 18:00:00,1092.44,West Delhi,BRPL-West
2023-02-03 18:00:00,775.9,East Delhi,BYPL-East
2023-02-03 18:00:00,395.77,Central Delhi,NDMC-Central
2023-02-03 19:00:00,1524.22,South Delhi,BRPL-South
2023-02-03 19:00:00,1255.67,North Delhi,TPDDL-North
2023-02-03 19:00:00,1122.85,West Delhi,BRPL-West
2023-02-03 19:00:00,797.76,East Delhi,BYPL-East
2023-02-03 19:00:00,410.49,Central Delhi,NDMC-Central
2023-02-03 20:00:00,1466.79,South Delhi,BRPL-South
2023-02-03 20:00:00,1172.21,North Delhi,TPDDL-North
2023-02-03 20:00:00,1082.17,West Delhi,BRPL-West
2023-02-03 20:00:00,805.94,East Delhi,BYPL-East
2023-02-03 20:00:00,404.62,Central Delhi,NDMC-Central
2023-02-03 21:00:00,1427.79,South Delhi,BRPL-South
2023-02-03 21:00:00,1147.3,North Delhi,TPDDL-North
2023-02-03 21:00:00,1063.21,West Delhi,BRPL-West
2023-02-03 21:00:00,760.85,East Delhi,BYPL-East
2023-02-03 21:00:00,380.96,Central Delhi,NDMC-Central
2023-02-03 22:00:00,1247.18,South Delhi,BRPL-South
2023-02-03 22:00:00,1005.32,North Delhi,TPDDL-North
2023-02-03 22:00:00,942.33,West Delhi,BRPL-West
2023-02-03 22:00:00,665.37,East Delhi,BYPL-East
2023-02-03 22:00:00,351.67,Central Delhi,NDMC-Central
2023-02-03 23:00:00,1123.43,South Delhi,BRPL-South
2023-02-03 23:00:00,899.82,North Delhi,TPDDL-North
2023-02-03 23:00:00,827.48,West Delhi,BRPL-West
2023-02-03 23:00:00,598.08,East Delhi,BYPL-East
2023-02-03 23:00:00,304.1,Central Delhi,NDMC-Central
2023-02-04 00:00:00,943.61,South Delhi,BRPL-South
2023-02-04 00:00:00,744.45,North Delhi,TPDDL-North
2023-02-04 00:00:00,671.49,West Delhi,BRPL-West
2023-02-04 00:00:00,461.98,East Delhi,BYPL-East
2023-02-04 00:00:00,247.67,Central Delhi,NDMC-Central
2023-02-04 01:00:00,949.31,South Delhi,BRPL-South
2023-02-04 01:00:00,788.85,North Delhi,TPDDL-North
2023-02-04 01:00:00,712.76,West Delhi,BRPL-West
2023-02-04 01:00:00,516.61,East Delhi,BYPL-East
2023-02-04 01:00:00,237.99,Central Delhi,NDMC-Central
2023-02-04 02:00:00,958.67,South Delhi,BRPL-South
2023-02-04 02:00:00,756.45,North Delhi,TPDDL-North
2023-02-04 02:00:00,711.58,West Delhi,BRPL-West
2023-02-04 02:00:00,517.41,East Delhi,BYPL-East
2023-02-04 02:00:00,239.7,Central Delhi,NDMC-Central
2023-02-04 03:00:00,1009.49,South Delhi,BRPL-South
2023-02-04 03:00:00,780.43,North Delhi,TPDDL-North
2023-02-04 03:00:00,738.4,West Delhi,BRPL-West
2023-02-04 03:00:00,541.79,East Delhi,BYPL-East
2023-02-04 03:00:00,283.38,Central Delhi,NDMC-Central
2023-02-04 04:00:00,976.46,South Delhi,BRPL-South
2023-02-04 04:00:00,774.04,North Delhi,TPDDL-North
2023-02-04 04:00:00,687.24,West Delhi,BRPL-West
2023-02-04 04:00:00,492.93,East Delhi,BYPL-East
2023-02-04 04:00:00,273.92,Central Delhi,NDMC-Central
2023-02-04 05:00:00,1012.78,South Delhi,BRPL-South
2023-02-04 05:00:00,828.78,North Delhi,TPDDL-North
2023-02-04 05:00:00,755.0,West Delhi,BRPL-West
2023-02-04 05:00:00,547.82,East Delhi,BYPL-East
2023-02-04 05:00:00,255.11,Central Delhi,NDMC-Central
2023-02-04 06:00:00,1105.11,South Delhi,BRPL-South
2023-02-04 06:00:00,871.86,North Delhi,TPDDL-North
2023-02-04 06:00:00,794.49,West Delhi,BRPL-West
2023-02-04 06:00:00,588.95,East Delhi,BYPL-East
2023-02-04 06:00:00,267.48,Central Delhi,NDMC-Central
2023-02-04 07:00:00,1136.63,South Delhi,BRPL-South
2023-02-04 07:00:00,926.3,North Delhi,TPDDL-North
2023-02-04 07:00:00,836.19,West Delhi,BRPL-West
2023-02-04 07:00:00,609.86,East Delhi,BYPL-East
2023-02-04 07:00:00,295.56,Central Delhi,NDMC-Central
2023-02-04 08:00:00,1236.98,South Delhi,BRPL-South
2023-02-04 08:00:00,987.69,North Delhi,TPDDL-North
2023-02-04 08:00:00,891.65,West Delhi,BRPL-West
2023-02-04 08:00:00,644.23,East Delhi,BYPL-East
2023-02-04 08:00:00,334.97,Central Delhi,NDMC-Central
2023-02-04 09:00:00,1302.33,South Delhi,BRPL-South
2023-02-04 09:00:00,1050.66,North Delhi,TPDDL-North
2023-02-04 09:00:00,936.84,West Delhi,BRPL-West
2023-02-04 09:00:00,718.06,East Delhi,BYPL-East
2023-02-04 09:00:00,381.58,Central Delhi,NDMC-Central
2023-02-04 10:00:00,1259.28,South Delhi,BRPL-South
2023-02-04 10:00:00,1042.05,North Delhi,TPDDL-North
2023-02-04 10:00:00,933.28,West Delhi,BRPL-West
2023-02-04 10:00:00,678.66,East Delhi,BYPL-East
2023-02-04 10:00:00,353.71,Central Delhi,NDMC-Central
2023-02-04 11:00:00,1329.8,South Delhi,BRPL-South
2023-02-04 11:00:00,1059.95,North Delhi,TPDDL-North
2023-02-04 11:00:00,982.44,West Delhi,BRPL-West
2023-02-04 11:00:00,706.99,East Delhi,BYPL-East
2023-02-04 11:00:00,339.93,Central Delhi,NDMC-Central
2023-02-04 12:00:00,1359.78,South Delhi,BRPL-South
2023-02-04 12:00:00,1081.08,North Delhi,TPDDL-North
2023-02-04 12:00:00,972.24,West Delhi,BRPL-West
2023-02-04 12:00:00,737.34,East Delhi,BYPL-East
2023-02-04 12:00:00,320.17,Central Delhi,NDMC-Central
2023-02-04 13:00:00,1354.09,South Delhi,BRPL-South
2023-02-04 13:00:00,1092.94,North Delhi,TPDDL-North
2023-02-04 13:00:00,1008.25,West Delhi,BRPL-West
2023-02-04 13:00:00,744.05,East Delhi,BYPL-East
2023-02-04 13:00:00,352.89,Central Delhi,NDMC-Central
2023-02-04 14:00:00,1378.31,South Delhi,BRPL-South
2023-02-04 14:00:00,1074.62,North Delhi,TPDDL-North
2023-02-04 14:00:00,1037.11,West Delhi,BRPL-West
2023-02-04 14:00:00,711.95,East Delhi,BYPL-East
2023-02-04 14:00:00,373.06,Central Delhi,NDMC-Central
2023-02-04 15:00:00,1344.3,South Delhi,BRPL-South
2023-02-04 15:00:00,1064.72,North Delhi,TPDDL-North
2023-02-04 15:00:00,995.2,West Delhi,BRPL-West
2023-02-04 15:00:00,691.35,East Delhi,BYPL-East
2023-02-04 15:00:00,356.39,Central Delhi,NDMC-Central
2023-02-04 16:00:00,1266.5,South Delhi,BRPL-South
2023-02-04 16:00:00,1027.76,North Delhi,TPDDL-North
2023-02-04 16:00:00,952.38,West Delhi,BRPL-West
2023-02-04 16:00:00,675.74,East Delhi,BYPL-East
2023-02-04 16:00:00,352.15,Central Delhi,NDMC-Central
2023-02-04 17:00:00,1361.17,South Delhi,BRPL-South
2023-02-04 17:00:00,1095.78,North Delhi,TPDDL-North
2023-02-04 17:00:00,1003.52,West Delhi,BRPL-West
2023-02-04 17:00:00,722.65,East Delhi,BYPL-East
2023-02-04 17:00:00,372.98,Central Delhi,NDMC-Central
2023-02-04 18:00:00,1434.14,South Delhi,BRPL-South
2023-02-04 18:00:00,1141.62,North Delhi,TPDDL-North
2023-02-04 18:00:00,1075.57,West Delhi,BRPL-West
2023-02-04 18:00:00,765.37,East Delhi,BYPL-East
2023-02-04 18:00:00,393.33,Central Delhi,NDMC-Central
2023-02-04 19:00:00,1484.06,South Delhi,BRPL-South
2023-02-04 19:00:00,1181.33,North Delhi,TPDDL-North
2023-02-04 19:00:00,1127.41,West Delhi,BRPL-West
2023-02-04 19:00:00,806.94,East Delhi,BYPL-East
2023-02-04 19:00:00,394.54,Central Delhi,NDMC-Central
2023-02-04 20:00:00,1424.05,South Delhi,BRPL-South
2023-02-04 20:00:00,1127.5,North Delhi,TPDDL-North
2023-02-04 20:00:00,1063.17,West Delhi,BRPL-West
2023-02-04 20:00:00,751.92,East Delhi,BYPL-East
2023-02-04 20:00:00,398.19,Central Delhi,NDMC-Central
2023-02-04 21:00:00,1348.77,South Delhi,BRPL-South
2023-02-04 21:00:00,1085.14,North Delhi,TPDDL-North
2023-02-04 21:00:00,961.21,West Delhi,BRPL-West
2023-02-04 21:00:00,725.88,East Delhi,BYPL-East
2023-02-04 21:00:00,361.29,Central Delhi,NDMC-Central
2023-02-04 22:00:00,1181.51,South Delhi,BRPL-South
2023-02-04 22:00:00,985.27,North Delhi,TPDDL-North
2023-02-04 22:00:00,899.5,West Delhi,BRPL-West
2023-02-04 22:00:00,664.01,East Delhi,BYPL-East
2023-02-04 22:00:00,321.82,Central Delhi,NDMC-Central
2023-02-04 23:00:00,1086.88,South Delhi,BRPL-South
2023-02-04 23:00:00,897.86,North Delhi,TPDDL-North
2023-02-04 23:00:00,801.66,West Delhi,BRPL-West
2023-02-04 23:00:00,566.67,East Delhi,BYPL-East
2023-02-04 23:00:00,278.86,Central Delhi,NDMC-Central
2023-02-05 00:00:00,887.64,South Delhi,BRPL-South
2023-02-05 00:00:00,725.64,North Delhi,TPDDL-North
2023-02-05 00:00:00,632.88,West Delhi,BRPL-West
2023-02-05 00:00:00,448.09,East Delhi,BYPL-East
2023-02-05 00:00:00,260.59,Central Delhi,NDMC-Central
2023-02-05 01:00:00,900.18,South Delhi,BRPL-South
2023-02-05 01:00:00,732.69,North Delhi,TPDDL-North
2023-02-05 01:00:00,686.97,West Delhi,BRPL-West
2023-02-05 01:00:00,494.78,East Delhi,BYPL-East
2023-02-05 01:00:00,246.47,Central Delhi,NDMC-Central
2023-02-05 02:00:00,933.55,South Delhi,BRPL-South
2023-02-05 02:00:00,756.07,North Delhi,TPDDL-North
2023-02-05 02:00:00,692.37,West Delhi,BRPL-West
2023-02-05 02:00:00,499.65,East Delhi,BYPL-East
2023-02-05 02:00:00,246.02,Central Delhi,NDMC-Central
2023-02-05 03:00:00,930.91,South Delhi,BRPL-South
2023-02-05 03:00:00,728.59,North Delhi,TPDDL-North
2023-02-05 03:00:00,694.31,West Delhi,BRPL-West
2023-02-05 03:00:00,481.56,East Delhi,BYPL-East
2023-02-05 03:00:00,244.83,Central Delhi,NDMC-Central
2023-02-05 04:00:00,918.59,South Delhi,BRPL-South
2023-02-05 04:00:00,698.79,North Delhi,TPDDL-North
2023-02-05 04:00:00,683.06,West Delhi,BRPL-West
2023-02-05 04:00:00,476.9,East Delhi,BYPL-East
2023-02-05 04:00:00,261.83,Central Delhi,NDMC-Central
2023-02-05 05:00:00,917.26,South Delhi,BRPL-South
2023-02-05 05:00:00,763.1,North Delhi,TPDDL-North
2023-02-05 05:00:00,669.04,West Delhi,BRPL-West
2023-02-05 05:00:00,508.18,East Delhi,BYPL-East
2023-02-05 05:00:00,245.38,Central Delhi,NDMC-Central
2023-02-05 06:00:00,1012.12,South Delhi,BRPL-South
2023-02-05 06:00:00,821.58,North Delhi,TPDDL-North
2023-02-05 06:00:00,731.17,West Delhi,BRPL-West
2023-02-05 06:00:00,524.48,East Delhi,BYPL-East
2023-02-05 06:00:00,260.04,Central Delhi,NDMC-Central
2023-02-05 07:00:00,1073.63,South Delhi,BRPL-South
2023-02-05 07:00:00,872.21,North Delhi,TPDDL-North
2023-02-05 07:00:00,809.33,West Delhi,BRPL-West
2023-02-05 07:00:00,559.73,East Delhi,BYPL-East
2023-02-05 07:00:00,276.18,Central Delhi,NDMC-Central
2023-02-05 08:00:00,1145.81,South Delhi,BRPL-South
2023-02-05 08:00:00,896.86,North Delhi,TPDDL-North
2023-02-05 08:00:00,825.13,West Delhi,BRPL-West
2023-02-05 08:00:00,574.75,East Delhi,BYPL-East
2023-02-05 08:00:00,297.41,Central Delhi,NDMC-Central
2023-02-05 09:00:00,1228.31,South Delhi,BRPL-South
2023-02-05 09:00:00,1001.82,North Delhi,TPDDL-North
2023-02-05 09:00:00,938.22,West Delhi,BRPL-West
2023-02-05 09:00:00,642.92,East Delhi,BYPL-East
2023-02-05 09:00:00,313.23,Central Delhi,NDMC-Central
2023-02-05 10:00:00,1224.99,South Delhi,BRPL-South
2023-02-05 10:00:00,976.35,North Delhi,TPDDL-North
2023-02-05 10:00:00,878.62,West Delhi,BRPL-West
2023-02-05 10:00:00,641.03,East Delhi,BYPL-East
2023-02-05 10:00:00,307.99,Central Delhi,NDMC-Central
2023-02-05 11:00:00,1274.78,South Delhi,BRPL-South
2023-02-05 11:00:00,1020.48,North Delhi,TPDDL-North
2023-02-05 11:00:00,948.15,West Delhi,BRPL-West
2023-02-05 11:00:00,680.1,East Delhi,BYPL-East
2023-02-05 11:00:00,337.94,Central Delhi,NDMC-Central
2023-02-05 12:00:00,1301.76,South Delhi,BRPL-South
2023-02-05 12:00:00,1056.56,North Delhi,TPDDL-North
2023-02-05 12:00:00,954.66,West Delhi,BRPL-West
2023-02-05 12:00:00,699.96,East Delhi,BYPL-East
2023-02-05 12:00:00,340.96,Central Delhi,NDMC-Central
2023-02-05 13:00:00,1294.14,South Delhi,BRPL-South
2023-02-05 13:00:00,1030.03,North Delhi,TPDDL-North
2023-02-05 13:00:00,920.5,West Delhi,BRPL-West
2023-02-05 13:00:00,680.05,East Delhi,BYPL-East
2023-02-05 13:00:00,341.24,Central Delhi,NDMC-Central
2023-02-05 14:00:00,1300.33,South Delhi,BRPL-South
2023-02-05 14:00:00,1029.68,North Delhi,TPDDL-North
2023-02-05 14:00:00,957.87,West Delhi,BRPL-West
2023-02-05 14:00:00,685.61,East Delhi,BYPL-East
2023-02-05 14:00:00,342.05,Central Delhi,NDMC-Central
2023-02-05 15:00:00,1239.56,South Delhi,BRPL-South
2023-02-05 15:00:00,991.7,North Delhi,TPDDL-North
2023-02-05 15:00:00,888.37,West Delhi,BRPL-West
2023-02-05 15:00:00,652.91,East Delhi,BYPL-East
2023-02-05 15:00:00,325.65,Central Delhi,NDMC-Central
2023-02-05 16:00:00,1236.87,South Delhi,BRPL-South
2023-02-05 16:00:00,975.24,North Delhi,TPDDL-North
2023-02-05 16:00:00,909.0,West Delhi,BRPL-West
2023-02-05 16:00:00,653.24,East Delhi,BYPL-East
2023-02-05 16:00:00,284.94,Central Delhi,NDMC-Central
2023-02-05 17:00:00,1305.53,South Delhi,BRPL-South
2023-02-05 17:00:00,1006.25,North Delhi,TPDDL-North
2023-02-05 17:00:00,947.21,West Delhi,BRPL-West
2023-02-05 17:00:00,711.43,East Delhi,BYPL-East
2023-02-05 17:00:00,332.42,Central Delhi,NDMC-Central
2023-02-05 18:00:00,1355.8,South Delhi,BRPL-South
2023-02-05 18:00:00,1124.69,North Delhi,TPDDL-North
2023-02-05 18:00:00,1007.35,West Delhi,BRPL-West
2023-02-05 18:00:00,734.22,East Delhi,BYPL-East
2023-02-05 18:00:00,387.08,Central Delhi,NDMC-Central
2023-02-05 19:00:00,1408.15,South Delhi,BRPL-South
2023-02-05 19:00:00,1127.32,North Delhi,TPDDL-North
2023-02-05 19:00:00,1049.7,West Delhi,BRPL-West
2023-02-05 19:00:00,748.65,East Delhi,BYPL-East
2023-02-05 19:00:00,347.25,Central Delhi,NDMC-Central
2023-02-05 20:00:00,1351.91,South Delhi,BRPL-South
2023-02-05 20:00:00,1123.53,North Delhi,TPDDL-North
2023-02-05 20:00:00,1010.33,West Delhi,BRPL-West
2023-02-05 20:00:00,719.28,East Delhi,BYPL-East
2023-02-05 20:00:00,355.95,Central Delhi,NDMC-Central
2023-02-05 21:00:00,1241.25,South Delhi,BRPL-South
2023-02-05 21:00:00,1021.44,North Delhi,TPDDL-North
2023-02-05 21:00:00,955.82,West Delhi,BRPL-West
2023-02-05 21:00:00,681.69,East Delhi,BYPL-East
2023-02-05 21:00:00,334.02,Central Delhi,NDMC-Central
2023-02-05 22:00:00,1103.7,South Delhi,BRPL-South
2023-02-05 22:00:00,925.34,North Delhi,TPDDL-North
2023-02-05 22:00:00,817.07,West Delhi,BRPL-West
2023-02-05 22:00:00,628.03,East Delhi,BYPL-East
2023-02-05 22:00:00,319.05,Central Delhi,NDMC-Central
2023-02-05 23:00:00,979.1,South Delhi,BRPL-South
2023-02-05 23:00:00,781.24,North Delhi,TPDDL-North
2023-02-05 23:00:00,724.14,West Delhi,BRPL-West
2023-02-05 23:00:00,526.61,East Delhi,BYPL-East
2023-02-05 23:00:00,308.7,Central Delhi,NDMC-Central
2023-02-06 00:00:00,925.73,South Delhi,BRPL-South
2023-02-06 00:00:00,747.08,North Delhi,TPDDL-North
2023-02-06 00:00:00,676.32,West Delhi,BRPL-West
2023-02-06 00:00:00,493.54,East Delhi,BYPL-East
2023-02-06 00:00:00,230.27,Central Delhi,NDMC-Central
2023-02-06 01:00:00,993.0,South Delhi,BRPL-South
2023-02-06 01:00:00,793.18,North Delhi,TPDDL-North
2023-02-06 01:00:00,731.13,West Delhi,BRPL-West
2023-02-06 01:00:00,546.7,East Delhi,BYPL-East
2023-02-06 01:00:00,276.81,Central Delhi,NDMC-Central
2023-02-06 02:00:00,993.61,South Delhi,BRPL-South
2023-02-06 02:00:00,799.95,North Delhi,TPDDL-North
2023-02-06 02:00:00,738.24,West Delhi,BRPL-West
2023-02-06 02:00:00,543.09,East Delhi,BYPL-East
2023-02-06 02:00:00,262.48,Central Delhi,NDMC-Central
2023-02-06 03:00:00,980.46,South Delhi,BRPL-South
2023-02-06 03:00:00,773.86,North Delhi,TPDDL-North
2023-02-06 03:00:00,728.55,West Delhi,BRPL-West
2023-02-06 03:00:00,510.37,East Delhi,BYPL-East
2023-02-06 03:00:00,251.2,Central Delhi,NDMC-Central
2023-02-06 04:00:00,980.68,South Delhi,BRPL-South
2023-02-06 04:00:00,806.27,North Delhi,TPDDL-North
2023-02-06 04:00:00,744.97,West Delhi,BRPL-West
2023-02-06 04:00:00,525.48,East Delhi,BYPL-East
2023-02-06 04:00:00,260.3,Central Delhi,NDMC-Central
2023-02-06 05:00:00,1020.72,South Delhi,BRPL-South
2023-02-06 05:00:00,813.4,North Delhi,TPDDL-North
2023-02-06 05:00:00,774.33,West Delhi,BRPL-West
2023-02-06 05:00:00,563.36,East Delhi,BYPL-East
2023-02-06 05:00:00,284.07,Central Delhi,NDMC-Central
2023-02-06 06:00:00,1090.6,South Delhi,BRPL-South
2023-02-06 06:00:00,916.51,North Delhi,TPDDL-North
2023-02-06 06:00:00,827.4,West Delhi,BRPL-West
2023-02-06 06:00:00,612.63,East Delhi,BYPL-East
2023-02-06 06:00:00,304.54,Central Delhi,NDMC-Central
2023-02-06 07:00:00,1176.49,South Delhi,BRPL-South
2023-02-06 07:00:00,950.0,North Delhi,TPDDL-North
2023-02-06 07:00:00,861.11,West Delhi,BRPL-West
2023-02-06 07:00:00,642.68,East Delhi,BYPL-East
2023-02-06 07:00:00,291.04,Central Delhi,NDMC-Central
2023-02-06 08:00:00,1278.1,South Delhi,BRPL-South
2023-02-06 08:00:00,988.55,North Delhi,TPDDL-North
2023-02-06 08:00:00,911.2,West Delhi,BRPL-West
2023-02-06 08:00:00,652.06,East Delhi,BYPL-East
2023-02-06 08:00:00,337.68,Central Delhi,NDMC-Central
2023-02-06 09:00:00,1320.35,South Delhi,BRPL-South
2023-02-06 09:00:00,1071.24,North Delhi,TPDDL-North
2023-02-06 09:00:00,959.82,West Delhi,BRPL-West
2023-02-06 09:00:00,717.5,East Delhi,BYPL-East
2023-02-06 09:00:00,365.17,Central Delhi,NDMC-Central
2023-02-06 10:00:00,1365.55,South Delhi,BRPL-South
2023-02-06 10:00:00,1139.37,North Delhi,TPDDL-North
2023-02-06 10:00:00,1015.67,West Delhi,BRPL-West
2023-02-06 10:00:00,732.04,East Delhi,BYPL-East
2023-02-06 10:00:00,350.45,Central Delhi,NDMC-Central
2023-02-06 11:00:00,1402.6,South Delhi,BRPL-South
2023-02-06 11:00:00,1130.61,North Delhi,TPDDL-North
2023-02-06 11:00:00,1035.06,West Delhi,BRPL-West
2023-02-06 11:00:00,748.42,East Delhi,BYPL-East
2023-02-06 11:00:00,349.49,Central Delhi,NDMC-Central
2023-02-06 12:00:00,1407.71,South Delhi,BRPL-South
2023-02-06 12:00:00,1118.75,North Delhi,TPDDL-North
2023-02-06 12:00:00,1049.56,West Delhi,BRPL-West
2023-02-06 12:00:00,768.56,East Delhi,BYPL-East
2023-02-06 12:00:00,393.91,Central Delhi,NDMC-Central
2023-02-06 13:00:00,1446.23,South Delhi,BRPL-South
2023-02-06 13:00:00,1135.84,North Delhi,TPDDL-North
2023-02-06 13:00:00,1053.15,West Delhi,BRPL-West
2023-02-06 13:00:00,744.47,East Delhi,BYPL-East
2023-02-06 13:00:00,353.49,Central Delhi,NDMC-Central
2023-02-06 14:00:00,1420.74,South Delhi,BRPL-South
2023-02-06 14:00:00,1158.71,North Delhi,TPDDL-North
2023-02-06 14:00:00,1066.78,West Delhi,BRPL-West
2023-02-06 14:00:00,754.46,East Delhi,BYPL-East
2023-02-06 14:00:00,390.73,Central Delhi,NDMC-Central
2023-02-06 15:00:00,1340.82,South Delhi,BRPL-South
2023-02-06 15:00:00,1096.66,North Delhi,TPDDL-North
2023-02-06 15:00:00,996.51,West Delhi,BRPL-West
2023-02-06 15:00:00,723.27,East Delhi,BYPL-East
2023-02-06 15:00:00,394.57,Central Delhi,NDMC-Central
2023-02-06 16:00:00,1311.11,South Delhi,BRPL-South
2023-02-06 16:00:00,1029.38,North Delhi,TPDDL-North
2023-02-06 16:00:00,970.9,West Delhi,BRPL-West
2023-02-06 16:00:00,700.67,East Delhi,BYPL-East
2023-02-06 16:00:00,353.79,Central Delhi,NDMC-Central
2023-02-06 17:00:00,1394.33,South Delhi,BRPL-South
2023-02-06 17:00:00,1138.56,North Delhi,TPDDL-North
2023-02-06 17:00:00,1057.49,West Delhi,BRPL-West
2023-02-06 17:00:00,756.97,East Delhi,BYPL-East
2023-02-06 17:00:00,361.42,Central Delhi,NDMC-Central
2023-02-06 18:00:00,1553.49,South Delhi,BRPL-South
2023-02-06 18:00:00,1215.2,North Delhi,TPDDL-North
2023-02-06 18:00:00,1134.45,West Delhi,BRPL-West
2023-02-06 18:00:00,798.0,East Delhi,BYPL-East
2023-02-06 18:00:00,403.92,Central Delhi,NDMC-Central
2023-02-06 19:00:00,1563.47,South Delhi,BRPL-South
2023-02-06 19:00:00,1234.51,North Delhi,TPDDL-North
2023-02-06 19:00:00,1130.03,West Delhi,BRPL-West
2023-02-06 19:00:00,845.5,East Delhi,BYPL-East
2023-02-06 19:00:00,433.21,Central Delhi,NDMC-Central
2023-02-06 20:00:00,1570.53,South Delhi,BRPL-South
2023-02-06 20:00:00,1236.8,North Delhi,TPDDL-North
2023-02-06 20:00:00,1127.21,West Delhi,BRPL-West
2023-02-06 20:00:00,843.45,East Delhi,BYPL-East
2023-02-06 20:00:00,422.29,Central Delhi,NDMC-Central
2023-02-06 21:00:00,1389.47,South Delhi,BRPL-South
2023-02-06 21:00:00,1131.35,North Delhi,TPDDL-North
2023-02-06 21:00:00,1027.65,West Delhi,BRPL-West
2023-02-06 21:00:00,748.92,East Delhi,BYPL-East
2023-02-06 21:00:00,390.75,Central Delhi,NDMC-Central
2023-02-06 22:00:00,1274.8,South Delhi,BRPL-South
2023-02-06 22:00:00,974.91,North Delhi,TPDDL-North
