timestamp,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,wind_speed_10m,is_synthetic
2023-05-14 02:00:00,27.03,46.6,28.54,0.0,2.0,True
2023-05-14 03:00:00,27.16,50.4,28.82,0.0,16.76,True
2023-05-14 04:00:00,26.8,45.0,28.21,0.0,10.72,True
2023-05-14 05:00:00,27.36,45.9,28.91,0.0,8.87,True
2023-05-14 06:00:00,28.85,47.8,30.8,0.0,5.49,True
2023-05-14 07:00:00,30.1,39.6,31.94,0.0,9.63,True
2023-05-14 08:00:00,31.58,32.4,33.31,0.0,14.73,True
2023-05-14 09:00:00,33.92,36.1,36.23,0.0,9.0,True
2023-05-14 10:00:00,35.7,35.5,38.26,0.0,18.36,True
2023-05-14 11:00:00,37.96,31.4,40.55,0.0,24.28,True
2023-05-14 12:00:00,39.73,26.0,42.09,0.0,11.17,True
2023-05-14 13:00:00,40.88,15.0,42.32,0.0,8.49,True
2023-05-14 14:00:00,41.98,16.4,43.64,0.0,8.03,True
2023-05-14 15:00:00,42.55,15.7,44.18,0.0,10.84,True
2023-05-14 16:00:00,42.92,18.4,44.86,0.0,11.11,True
2023-05-14 17:00:00,42.17,26.0,44.82,0.0,12.08,True
2023-05-14 18:00:00,41.23,16.9,42.88,0.0,3.39,True
2023-05-14 19:00:00,39.89,32.8,42.89,0.0,11.81,True
2023-05-14 20:00:00,38.57,25.5,40.75,0.0,11.65,True
2023-05-14 21:00:00,36.37,27.6,38.45,0.0,14.45,True
2023-05-14 22:00:00,34.97,37.7,37.57,0.0,15.71,True
2023-05-14 23:00:00,33.4,41.5,35.96,0.0,19.08,True
2023-05-15 00:00:00,31.49,43.5,33.79,0.0,12.37,True
2023-05-15 01:00:00,30.73,40.3,32.72,0.0,15.8,True
2023-05-15 02:00:00,30.76,47.1,33.09,0.0,12.45,True
2023-05-15 03:00:00,30.69,41.8,32.75,0.0,18.88,True
2023-05-15 04:00:00,31.24,42.6,33.44,0.0,9.84,True
2023-05-15 05:00:00,31.71,44.4,34.1,0.0,7.29,True
2023-05-15 06:00:00,31.92,39.5,34.09,0.0,10.56,True
2023-05-15 07:00:00,32.46,44.4,35.0,0.0,21.27,True
2023-05-15 08:00:00,34.15,34.6,36.4,0.0,7.6,True
2023-05-15 09:00:00,35.68,32.5,38.02,0.0,21.04,True
2023-05-15 10:00:00,37.13,26.2,39.19,0.0,12.71,True
2023-05-15 11:00:00,38.86,30.4,41.5,0.0,16.68,True
2023-05-15 12:00:00,40.67,20.5,42.62,0.0,13.39,True
2023-05-15 13:00:00,41.34,25.2,43.81,0.0,11.03,True
2023-05-15 14:00:00,42.05,23.2,44.4,0.0,3.3,True
2023-05-15 15:00:00,43.1,16.3,44.83,0.0,7.24,True
2023-05-15 16:00:00,42.61,18.3,44.51,0.0,33.46,True
2023-05-15 17:00:00,42.46,17.4,44.26,0.0,3.92,True
2023-05-15 18:00:00,41.3,23.4,43.59,0.0,18.03,True
2023-05-15 19:00:00,40.2,23.1,42.35,0.0,3.04,True
2023-05-15 20:00:00,39.03,25.4,41.25,0.0,23.15,True
2023-05-15 21:00:00,37.53,30.8,40.01,0.0,14.73,True
2023-05-15 22:00:00,36.04,28.0,38.11,0.0,6.01,True
2023-05-15 23:00:00,33.78,37.5,36.16,0.0,6.33,True
2023-05-16 00:00:00,32.68,43.5,35.22,0.0,10.58,True
2023-05-16 01:00:00,31.05,43.9,33.28,0.0,2.86,True
2023-05-16 02:00:00,30.26,48.9,32.57,0.0,18.71,True
2023-05-16 03:00:00,29.92,44.4,31.95,0.0,6.85,True
2023-05-16 04:00:00,30.14,44.0,32.19,0.0,4.29,True
2023-05-16 05:00:00,30.77,40.3,32.77,0.0,17.01,True
2023-05-16 06:00:00,31.35,41.2,33.5,0.0,2.47,True
2023-05-16 07:00:00,32.12,48.0,34.8,0.0,9.9,True
2023-05-16 08:00:00,34.08,38.0,36.54,0.0,5.27,True
2023-05-16 09:00:00,35.92,31.0,38.19,0.0,13.14,True
2023-05-16 10:00:00,38.19,25.7,40.34,0.0,18.92,True
2023-05-16 11:00:00,39.88,19.8,41.69,0.0,2.78,True
2023-05-16 12:00:00,40.83,19.8,42.73,0.0,19.02,True
2023-05-16 13:00:00,42.46,23.7,44.91,0.0,9.09,True
2023-05-16 14:00:00,43.14,17.2,44.97,0.0,4.84,True
2023-05-16 15:00:00,43.68,15.0,45.31,0.0,4.63,True
2023-05-16 16:00:00,43.33,15.0,44.94,0.5,9.13,True
2023-05-16 17:00:00,43.45,21.8,45.8,0.0,2.47,True
2023-05-16 18:00:00,42.09,20.9,44.21,0.0,8.88,True
2023-05-16 19:00:00,40.6,21.3,42.62,0.0,9.63,True
2023-05-16 20:00:00,39.02,25.8,41.28,0.0,13.72,True
2023-05-16 21:00:00,36.79,39.5,39.84,0.0,18.0,True
2023-05-16 22:00:00,35.1,39.2,37.82,0.0,14.43,True
2023-05-16 23:00:00,33.99,43.7,36.8,0.0,21.39,True
2023-05-17 00:00:00,32.25,33.9,34.16,0.0,5.36,True
2023-05-17 01:00:00,31.13,42.8,33.32,0.0,12.69,True
2023-05-17 02:00:00,29.15,42.5,30.94,0.0,13.34,True
2023-05-17 03:00:00,28.74,48.1,30.67,0.0,21.12,True
2023-05-17 04:00:00,28.71,50.1,30.72,0.0,13.23,True
2023-05-17 05:00:00,28.94,46.1,30.84,0.0,6.36,True
2023-05-17 06:00:00,30.39,39.3,32.27,0.0,10.06,True
2023-05-17 07:00:00,31.61,37.5,33.61,0.0,12.8,True
2023-05-17 08:00:00,33.18,39.4,35.57,0.0,3.62,True
2023-05-17 09:00:00,34.84,36.3,37.32,0.0,22.67,True
2023-05-17 10:00:00,35.94,30.3,38.16,0.0,10.16,True
2023-05-17 11:00:00,37.31,26.7,39.44,0.0,28.23,True
2023-05-17 12:00:00,39.34,23.3,41.41,0.0,4.04,True
2023-05-17 13:00:00,39.81,21.7,41.79,0.0,5.57,True
2023-05-17 14:00:00,40.47,21.8,42.52,0.0,13.62,True
2023-05-17 15:00:00,40.84,20.6,42.81,0.0,8.09,True
2023-05-17 16:00:00,41.6,18.3,43.42,0.0,17.56,True
2023-05-17 17:00:00,41.46,19.1,43.35,0.0,10.63,True
2023-05-17 18:00:00,40.33,20.8,42.28,0.0,10.31,True
2023-05-17 19:00:00,39.58,20.7,41.44,0.0,10.07,True
2023-05-17 20:00:00,37.71,23.9,39.66,0.0,4.38,True
2023-05-17 21:00:00,36.39,32.8,38.86,0.0,10.79,True
2023-05-17 22:00:00,34.05,31.4,36.08,0.0,5.35,True
2023-05-17 23:00:00,32.78,41.0,35.19,0.0,28.86,True
2023-05-18 00:00:00,31.13,40.7,33.21,0.0,2.08,True
2023-05-18 01:00:00,29.5,46.7,31.54,0.0,11.65,True
2023-05-18 02:00:00,28.61,47.7,30.5,0.0,12.51,True
2023-05-18 03:00:00,28.36,49.3,30.26,0.0,13.7,True
2023-05-18 04:00:00,28.27,43.9,29.94,0.0,15.8,True
2023-05-18 05:00:00,29.08,46.4,31.02,0.0,3.12,True
2023-05-18 06:00:00,29.86,45.8,31.94,0.0,12.79,True
2023-05-18 07:00:00,31.49,33.9,33.28,0.0,9.7,True
2023-05-18 08:00:00,33.31,43.7,35.99,0.0,8.84,True
2023-05-18 09:00:00,35.1,42.4,38.05,0.0,16.98,True
2023-05-18 10:00:00,36.77,33.5,39.35,0.0,19.96,True
2023-05-18 11:00:00,38.61,29.4,41.13,0.0,3.91,True
2023-05-18 12:00:00,40.41,25.5,42.8,0.0,10.14,True
2023-05-18 13:00:00,42.5,19.3,44.5,0.0,15.32,True
2023-05-18 14:00:00,43.72,18.5,45.74,0.0,10.73,True
2023-05-18 15:00:00,44.48,21.9,46.95,0.0,19.11,True
2023-05-18 16:00:00,45.59,15.0,47.36,0.0,6.23,True
2023-05-18 17:00:00,45.15,15.0,46.89,0.0,18.22,True
2023-05-18 18:00:00,44.25,19.6,46.44,0.0,8.14,True
2023-05-18 19:00:00,43.07,26.5,45.88,0.0,5.28,True
2023-05-18 20:00:00,40.92,23.6,43.19,0.0,10.78,True
2023-05-18 21:00:00,38.86,29.7,41.44,0.0,9.16,True
2023-05-18 22:00:00,36.74,33.9,39.35,0.0,3.62,True
2023-05-18 23:00:00,35.17,33.7,37.52,0.0,10.21,True
2023-05-19 00:00:00,33.49,31.1,35.42,0.0,16.57,True
2023-05-19 01:00:00,32.22,39.3,34.43,0.0,20.65,True
2023-05-19 02:00:00,31.71,46.1,34.19,0.0,15.26,True
2023-05-19 03:00:00,31.54,47.9,34.08,0.0,5.93,True
2023-05-19 04:00:00,31.43,47.8,33.94,0.0,12.37,True
2023-05-19 05:00:00,31.59,47.2,34.11,0.0,3.24,True
2023-05-19 06:00:00,32.93,40.3,35.33,0.0,14.16,True
2023-05-19 07:00:00,34.47,36.8,36.92,0.0,13.45,True
2023-05-19 08:00:00,35.33,38.4,38.04,0.0,5.89,True
2023-05-19 09:00:00,36.91,32.5,39.44,0.0,8.0,True
2023-05-19 10:00:00,38.74,33.3,41.61,0.68,11.67,True
2023-05-19 11:00:00,40.74,27.7,43.38,0.0,13.36,True
2023-05-19 12:00:00,42.58,28.3,45.52,0.0,16.96,True
2023-05-19 13:00:00,43.85,18.8,45.91,0.0,3.2,True
2023-05-19 14:00:00,44.85,23.2,47.5,0.0,3.01,True
2023-05-19 15:00:00,45.2,26.2,48.24,0.0,2.78,True
2023-05-19 16:00:00,44.77,18.4,46.87,0.0,11.88,True
2023-05-19 17:00:00,44.06,21.2,46.41,0.0,14.99,True
2023-05-19 18:00:00,43.03,17.5,44.88,0.0,8.39,True
2023-05-19 19:00:00,41.62,27.4,44.34,0.0,7.85,True
2023-05-19 20:00:00,39.2,31.6,41.99,0.0,5.22,True
2023-05-19 21:00:00,37.24,28.6,39.51,0.0,15.67,True
2023-05-19 22:00:00,35.42,36.6,38.02,0.0,11.14,True
2023-05-19 23:00:00,33.55,38.9,35.97,0.0,13.1,True
2023-05-20 00:00:00,31.93,42.4,34.26,0.0,8.85,True
2023-05-20 01:00:00,30.87,46.6,33.2,0.0,8.1,True
2023-05-20 02:00:00,29.57,47.2,31.65,0.0,9.77,True
2023-05-20 03:00:00,28.51,45.4,30.29,0.0,9.21,True
2023-05-20 04:00:00,28.48,49.1,30.4,0.0,19.78,True
2023-05-20 05:00:00,29.36,49.2,31.48,0.0,4.85,True
2023-05-20 06:00:00,31.03,40.6,33.09,0.0,15.83,True
2023-05-20 07:00:00,32.68,40.1,35.02,0.0,6.84,True
2023-05-20 08:00:00,33.68,29.9,35.56,0.0,7.88,True
2023-05-20 09:00:00,35.38,35.7,37.91,0.0,11.87,True
2023-05-20 10:00:00,37.32,34.6,40.08,0.0,14.76,True
2023-05-20 11:00:00,39.15,25.2,41.37,0.0,8.96,True
2023-05-20 12:00:00,40.92,23.7,43.2,0.0,4.57,True
2023-05-20 13:00:00,41.8,19.7,43.78,0.0,23.82,True
2023-05-20 14:00:00,42.7,17.4,44.52,0.0,3.43,True
2023-05-20 15:00:00,43.29,19.0,45.33,0.0,4.75,True
2023-05-20 16:00:00,43.57,15.1,45.21,0.0,21.14,True
2023-05-20 17:00:00,42.7,18.3,44.61,0.0,18.14,True
2023-05-20 18:00:00,41.6,17.6,43.35,0.0,22.14,True
2023-05-20 19:00:00,39.19,26.2,41.5,0.0,6.82,True
2023-05-20 20:00:00,37.39,28.0,39.63,0.0,5.66,True
2023-05-20 21:00:00,35.48,28.9,37.54,0.0,16.7,True
2023-05-20 22:00:00,33.32,34.4,35.43,0.0,4.49,True
2023-05-20 23:00:00,31.73,36.9,33.72,0.0,5.73,True
2023-05-21 00:00:00,30.28,45.5,32.43,0.0,3.55,True
2023-05-21 01:00:00,28.21,41.6,29.78,0.0,6.55,True
2023-05-21 02:00:00,27.56,47.6,29.22,0.0,5.19,True
2023-05-21 03:00:00,26.89,43.1,28.26,0.0,4.09,True
2023-05-21 04:00:00,27.27,49.1,28.91,0.0,10.31,True
2023-05-21 05:00:00,27.4,48.9,29.06,0.0,7.64,True
2023-05-21 06:00:00,28.5,47.2,30.35,0.0,12.83,True
2023-05-21 07:00:00,29.85,46.0,31.93,0.0,4.66,True
2023-05-21 08:00:00,31.7,38.1,33.75,0.0,6.43,True
2023-05-21 09:00:00,33.65,38.3,36.05,0.0,3.14,True
2023-05-21 10:00:00,35.47,36.2,38.05,0.0,7.46,True
2023-05-21 11:00:00,36.71,21.7,38.38,0.0,16.67,True
2023-05-21 12:00:00,37.8,20.7,39.49,0.0,14.9,True
2023-05-21 13:00:00,38.97,15.0,40.28,0.0,9.09,True
2023-05-21 14:00:00,39.98,23.1,42.1,0.0,28.11,True
2023-05-21 15:00:00,40.3,15.0,41.7,0.0,3.27,True
2023-05-21 16:00:00,40.64,15.0,42.06,0.0,17.96,True
2023-05-21 17:00:00,40.13,15.0,41.52,0.0,4.86,True
2023-05-21 18:00:00,38.92,15.0,40.23,0.0,9.5,True
2023-05-21 19:00:00,37.61,24.9,39.63,0.0,13.7,True
2023-05-21 20:00:00,36.24,22.7,37.94,0.0,6.0,True
2023-05-21 21:00:00,34.72,23.9,36.34,0.0,6.77,True
2023-05-21 22:00:00,33.76,34.1,35.92,0.0,17.98,True
2023-05-21 23:00:00,31.82,37.8,33.88,0.0,10.17,True
2023-05-22 00:00:00,30.35,33.4,31.94,0.0,3.55,True
2023-05-22 01:00:00,29.36,40.5,31.1,0.0,7.78,True
2023-05-22 02:00:00,28.56,44.8,30.32,0.0,6.25,True
2023-05-22 03:00:00,28.01,44.5,29.65,0.0,2.94,True
2023-05-22 04:00:00,27.52,44.5,29.06,0.0,3.58,True
2023-05-22 05:00:00,27.95,49.5,29.76,0.0,11.63,True
2023-05-22 06:00:00,28.59,51.4,30.62,0.0,5.25,True
2023-05-22 07:00:00,29.35,38.9,31.02,0.0,29.45,True
2023-05-22 08:00:00,30.79,31.6,32.36,0.0,12.1,True
2023-05-22 09:00:00,32.31,32.4,34.14,0.0,16.82,True
2023-05-22 10:00:00,34.54,30.5,36.58,0.0,2.49,True
2023-05-22 11:00:00,36.68,26.0,38.67,0.0,12.1,True
2023-05-22 12:00:00,38.01,25.6,40.13,0.0,10.51,True
2023-05-22 13:00:00,39.29,29.5,41.91,0.0,13.26,True
2023-05-22 14:00:00,39.55,15.0,40.9,0.0,2.0,True
2023-05-22 15:00:00,39.94,16.0,41.41,0.0,24.9,True
2023-05-22 16:00:00,40.21,24.4,42.48,0.0,9.13,True
2023-05-22 17:00:00,40.17,17.2,41.77,0.0,9.1,True
2023-05-22 18:00:00,39.05,24.3,41.18,0.0,10.1,True
2023-05-22 19:00:00,38.28,26.4,40.5,0.0,5.78,True
2023-05-22 20:00:00,36.17,32.0,38.55,0.0,22.67,True
2023-05-22 21:00:00,34.03,38.3,36.5,0.0,2.08,True
2023-05-22 22:00:00,32.64,35.6,34.71,0.0,7.26,True
2023-05-22 23:00:00,31.69,30.8,33.35,0.0,7.43,True
2023-05-23 00:00:00,30.46,38.1,32.29,0.0,5.79,True
2023-05-23 01:00:00,29.27,52.1,31.49,0.0,8.47,True
2023-05-23 02:00:00,27.61,39.4,28.99,0.0,7.24,True
2023-05-23 03:00:00,26.5,47.9,27.93,0.0,5.11,True
2023-05-23 04:00:00,26.76,35.8,27.87,0.0,9.44,True
2023-05-23 05:00:00,27.29,39.3,28.61,0.0,10.61,True
2023-05-23 06:00:00,27.95,46.4,29.65,0.0,31.78,True
2023-05-23 07:00:00,29.47,40.3,31.23,0.0,5.05,True
2023-05-23 08:00:00,31.27,35.4,33.11,0.0,12.09,True
2023-05-23 09:00:00,33.56,30.1,35.44,0.0,11.9,True
2023-05-23 10:00:00,35.55,21.7,37.1,0.0,16.07,True
2023-05-23 11:00:00,37.9,29.0,40.29,0.0,14.69,True
2023-05-23 12:00:00,39.52,22.0,41.5,0.0,2.59,True
2023-05-23 13:00:00,40.8,15.0,42.24,0.77,8.21,True
2023-05-23 14:00:00,42.15,19.0,44.09,0.0,4.78,True
2023-05-23 15:00:00,42.22,20.4,44.31,0.0,5.33,True
2023-05-23 16:00:00,43.34,17.4,45.21,0.0,3.62,True
2023-05-23 17:00:00,42.96,19.7,45.04,0.0,8.16,True
2023-05-23 18:00:00,42.14,21.3,44.31,0.0,12.39,True
2023-05-23 19:00:00,41.01,21.0,43.04,0.0,20.92,True
2023-05-23 20:00:00,40.12,27.3,42.65,0.0,10.01,True
2023-05-23 21:00:00,38.6,33.6,41.47,0.0,5.41,True
2023-05-23 22:00:00,36.06,38.4,38.9,0.0,10.75,True
2023-05-23 23:00:00,34.83,40.9,37.62,0.0,13.04,True
2023-05-24 00:00:00,33.12,38.2,35.43,0.0,19.18,True
2023-05-24 01:00:00,31.86,45.9,34.36,0.0,4.84,True
2023-05-24 02:00:00,30.43,47.0,32.68,0.0,3.56,True
2023-05-24 03:00:00,30.2,43.1,32.22,0.0,11.22,True
2023-05-24 04:00:00,29.97,44.0,31.99,0.0,9.38,True
2023-05-24 05:00:00,30.52,47.5,32.82,0.0,7.75,True
2023-05-24 06:00:00,31.35,48.3,33.87,0.0,9.04,True
2023-05-24 07:00:00,33.44,32.9,35.47,0.0,4.92,True
2023-05-24 08:00:00,35.79,43.5,38.95,0.0,2.34,True
2023-05-24 09:00:00,37.5,38.0,40.56,0.0,14.45,True
2023-05-24 10:00:00,39.27,30.5,41.97,0.0,13.96,True
2023-05-24 11:00:00,40.79,25.3,43.21,0.0,3.83,True
2023-05-24 12:00:00,42.71,24.7,45.29,0.0,8.75,True
2023-05-24 13:00:00,43.74,18.1,45.72,0.0,13.53,True
2023-05-24 14:00:00,44.35,18.2,46.39,0.0,12.56,True
2023-05-24 15:00:00,45.09,15.0,46.82,0.0,5.9,True
2023-05-24 16:00:00,44.74,15.0,46.45,0.0,10.55,True
2023-05-24 17:00:00,44.13,28.6,47.3,0.0,4.48,True
2023-05-24 18:00:00,42.46,21.4,44.67,0.0,15.27,True
2023-05-24 19:00:00,41.38,24.7,43.81,0.0,8.35,True
2023-05-24 20:00:00,40.51,26.9,43.05,0.0,10.8,True
2023-05-24 21:00:00,38.94,27.3,41.32,0.0,11.91,True
2023-05-24 22:00:00,37.61,33.1,40.29,0.0,8.42,True
2023-05-24 23:00:00,35.41,38.1,38.11,0.0,11.91,True
2023-05-25 00:00:00,33.89,40.1,36.45,0.0,15.57,True
2023-05-25 01:00:00,32.18,40.4,34.44,0.0,4.89,True
2023-05-25 02:00:00,31.16,47.0,33.57,0.0,17.62,True
2023-05-25 03:00:00,30.99,46.7,33.35,0.58,6.97,True
2023-05-25 04:00:00,31.02,47.4,33.42,0.0,12.29,True
2023-05-25 05:00:00,30.92,47.6,33.31,0.0,8.27,True
2023-05-25 06:00:00,31.32,42.1,33.51,0.0,11.14,True
2023-05-25 07:00:00,32.09,39.5,34.29,0.0,16.88,True
2023-05-25 08:00:00,33.91,42.9,36.65,0.0,9.43,True
2023-05-25 09:00:00,36.53,29.6,38.78,0.0,11.81,True
2023-05-25 10:00:00,38.86,22.2,40.79,0.0,19.66,True
2023-05-25 11:00:00,39.79,28.4,42.38,0.0,7.11,True
2023-05-25 12:00:00,41.89,20.6,43.96,0.0,5.51,True
2023-05-25 13:00:00,43.47,16.3,45.23,0.0,16.2,True
2023-05-25 14:00:00,43.65,22.4,46.09,0.0,8.56,True
2023-05-25 15:00:00,43.92,17.5,45.85,0.0,7.83,True
2023-05-25 16:00:00,44.27,15.0,45.94,0.0,17.75,True
2023-05-25 17:00:00,43.92,27.0,46.89,0.0,5.96,True
2023-05-25 18:00:00,42.38,15.0,43.92,0.0,12.38,True
2023-05-25 19:00:00,41.27,23.5,43.57,0.0,21.59,True
2023-05-25 20:00:00,38.77,19.5,40.45,0.0,4.6,True
2023-05-25 21:00:00,36.91,31.7,39.38,0.0,21.93,True
2023-05-25 22:00:00,35.56,31.7,37.83,0.0,7.47,True
2023-05-25 23:00:00,33.81,41.1,36.42,0.0,7.81,True
2023-05-26 00:00:00,32.08,40.8,34.35,0.0,3.45,True
2023-05-26 01:00:00,31.19,48.8,33.7,0.0,11.04,True
2023-05-26 02:00:00,30.7,43.4,32.84,0.0,4.93,True
2023-05-26 03:00:00,30.77,39.5,32.73,0.0,12.68,True
2023-05-26 04:00:00,31.12,46.8,33.51,0.0,8.96,True
2023-05-26 05:00:00,32.01,43.7,34.42,0.0,10.92,True
2023-05-26 06:00:00,33.18,35.5,35.33,0.0,13.75,True
2023-05-26 07:00:00,34.52,35.9,36.92,0.0,24.99,True
2023-05-26 08:00:00,36.06,34.0,38.57,0.0,9.51,True
2023-05-26 09:00:00,37.65,39.6,40.87,0.0,12.78,True
2023-05-26 10:00:00,38.9,32.5,41.73,0.0,11.72,True
2023-05-26 11:00:00,40.21,24.8,42.52,0.0,10.83,True
2023-05-26 12:00:00,41.61,25.0,44.1,0.0,3.87,True
2023-05-26 13:00:00,42.92,15.0,44.5,0.0,5.71,True
2023-05-26 14:00:00,44.33,16.6,46.19,0.35,4.07,True
2023-05-26 15:00:00,44.66,19.7,46.89,0.0,20.39,True
2023-05-26 16:00:00,44.95,18.8,47.11,0.0,20.61,True
2023-05-26 17:00:00,44.78,17.1,46.73,0.0,13.79,True
2023-05-26 18:00:00,43.63,21.0,45.91,0.0,16.26,True
2023-05-26 19:00:00,42.45,25.2,45.05,0.0,4.15,True
2023-05-26 20:00:00,40.65,27.0,43.21,0.0,12.76,True
2023-05-26 21:00:00,39.32,34.1,42.35,0.0,6.46,True
2023-05-26 22:00:00,37.64,35.6,40.53,0.0,4.89,True
2023-05-26 23:00:00,35.3,39.8,38.1,0.0,16.27,True
2023-05-27 00:00:00,33.77,47.7,36.79,0.0,12.72,True
2023-05-27 01:00:00,33.1,46.7,35.91,0.0,4.44,True
2023-05-27 02:00:00,32.05,52.1,34.94,0.0,19.31,True
2023-05-27 03:00:00,31.71,43.2,34.04,0.0,9.01,True
2023-05-27 04:00:00,31.89,39.4,34.04,0.0,14.21,True
2023-05-27 05:00:00,31.89,44.2,34.31,0.0,7.02,True
2023-05-27 06:00:00,32.98,41.9,35.48,0.0,11.08,True
2023-05-27 07:00:00,33.66,46.0,36.55,0.0,14.75,True
2023-05-27 08:00:00,34.97,32.4,37.2,0.0,4.67,True
2023-05-27 09:00:00,37.14,33.1,39.75,0.0,22.31,True
2023-05-27 10:00:00,39.04,31.3,41.78,0.0,13.92,True
2023-05-27 11:00:00,40.6,26.6,43.12,0.67,11.78,True
2023-05-27 12:00:00,42.28,22.4,44.58,0.0,2.0,True
2023-05-27 13:00:00,43.44,22.1,45.82,0.0,9.55,True
2023-05-27 14:00:00,44.25,23.2,46.84,0.0,16.42,True
2023-05-27 15:00:00,44.87,24.2,47.64,0.0,2.2,True
2023-05-27 16:00:00,44.45,18.3,46.51,0.0,20.49,True
2023-05-27 17:00:00,43.89,16.0,45.65,0.96,3.36,True
2023-05-27 18:00:00,42.76,27.3,45.62,0.0,11.02,True
2023-05-27 19:00:00,40.75,19.5,42.61,0.0,23.0,True
2023-05-27 20:00:00,38.77,34.2,41.72,0.0,12.05,True
2023-05-27 21:00:00,37.63,36.0,40.55,0.0,15.26,True
2023-05-27 22:00:00,35.94,40.2,38.89,0.0,16.29,True
2023-05-27 23:00:00,33.64,40.5,36.18,0.0,13.14,True
2023-05-28 00:00:00,31.5,32.4,33.21,0.0,5.52,True
2023-05-28 01:00:00,30.24,39.2,32.09,0.0,8.25,True
2023-05-28 02:00:00,30.04,46.3,32.18,0.0,5.58,True
2023-05-28 03:00:00,29.55,43.2,31.45,0.0,21.71,True
2023-05-28 04:00:00,30.14,44.6,32.22,0.0,8.37,True
2023-05-28 05:00:00,30.79,47.2,33.13,0.0,17.16,True
2023-05-28 06:00:00,31.92,42.1,34.23,0.0,14.17,True
2023-05-28 07:00:00,32.68,35.3,34.74,0.0,10.74,True
2023-05-28 08:00:00,34.66,40.5,37.39,0.0,5.4,True
2023-05-28 09:00:00,36.28,35.4,38.93,0.0,6.24,True
2023-05-28 10:00:00,38.43,28.7,40.86,0.0,6.76,True
2023-05-28 11:00:00,39.82,29.1,42.47,0.0,4.24,True
2023-05-28 12:00:00,41.43,23.5,43.75,0.0,26.3,True
2023-05-28 13:00:00,42.8,25.9,45.52,0.0,13.64,True
2023-05-28 14:00:00,43.58,19.5,45.7,0.0,10.72,True
2023-05-28 15:00:00,44.13,23.4,46.73,0.0,2.61,True
2023-05-28 16:00:00,43.94,15.0,45.59,0.0,8.72,True
2023-05-28 17:00:00,43.13,21.1,45.37,0.0,9.18,True
2023-05-28 18:00:00,42.8,19.6,44.86,0.0,10.24,True
2023-05-28 19:00:00,41.85,20.4,43.9,0.0,10.38,True
2023-05-28 20:00:00,39.87,31.7,42.77,0.0,2.42,True
2023-05-28 21:00:00,38.28,34.2,41.16,0.0,13.17,True
2023-05-28 22:00:00,36.11,26.3,38.06,0.0,4.03,True
2023-05-28 23:00:00,33.86,40.6,36.45,0.0,7.2,True
2023-05-29 00:00:00,32.74,43.3,35.28,0.0,12.63,True
2023-05-29 01:00:00,30.79,40.5,32.8,0.0,12.79,True
2023-05-29 02:00:00,30.3,41.8,32.28,0.0,10.93,True
2023-05-29 03:00:00,29.78,39.6,31.56,0.0,15.5,True
2023-05-29 04:00:00,29.75,44.5,31.75,0.0,8.21,True
2023-05-29 05:00:00,30.44,44.0,32.55,0.0,9.58,True
2023-05-29 06:00:00,31.63,46.0,34.09,0.0,15.6,True
2023-05-29 07:00:00,32.62,41.2,35.01,0.0,4.28,True
2023-05-29 08:00:00,34.51,32.7,36.69,0.0,21.97,True
2023-05-29 09:00:00,36.32,34.3,38.89,0.0,14.59,True
2023-05-29 10:00:00,37.63,28.7,39.96,0.0,6.79,True
2023-05-29 11:00:00,39.32,22.5,41.32,0.0,15.95,True
2023-05-29 12:00:00,41.43,16.8,43.09,0.0,4.7,True
2023-05-29 13:00:00,43.33,23.1,45.81,0.0,20.14,True
2023-05-29 14:00:00,44.43,20.7,46.76,0.0,2.75,True
2023-05-29 15:00:00,44.31,20.3,46.58,0.0,3.98,True
2023-05-29 16:00:00,44.41,15.3,46.13,0.0,5.84,True
2023-05-29 17:00:00,44.18,19.9,46.39,0.0,6.18,True
2023-05-29 18:00:00,43.45,15.7,45.14,0.0,11.57,True
2023-05-29 19:00:00,42.36,19.9,44.41,0.0,15.29,True
2023-05-29 20:00:00,40.81,27.2,43.41,0.0,3.17,True
2023-05-29 21:00:00,38.92,31.7,41.68,0.0,20.87,True
2023-05-29 22:00:00,36.77,27.8,38.91,0.0,12.75,True
2023-05-29 23:00:00,34.2,33.5,36.39,0.0,26.03,True
2023-05-30 00:00:00,32.79,39.4,35.11,0.0,9.33,True
2023-05-30 01:00:00,31.59,47.2,34.11,0.0,22.14,True
2023-05-30 02:00:00,30.92,41.9,33.02,0.0,27.32,True
2023-05-30 03:00:00,29.93,46.5,32.05,0.63,6.17,True
2023-05-30 04:00:00,30.24,46.8,32.44,0.0,5.7,True
2023-05-30 05:00:00,31.57,43.8,33.9,0.0,7.98,True
2023-05-30 06:00:00,32.5,43.9,35.02,0.0,7.61,True
2023-05-30 07:00:00,33.75,34.8,35.95,0.0,11.37,True
2023-05-30 08:00:00,35.43,34.3,37.86,0.0,7.75,True
2023-05-30 09:00:00,37.96,39.1,41.19,0.0,15.92,True
2023-05-30 10:00:00,39.28,35.7,42.45,0.0,13.52,True
2023-05-30 11:00:00,41.04,29.6,43.9,0.0,5.87,True
2023-05-30 12:00:00,42.19,27.5,45.0,0.0,9.28,True
2023-05-30 13:00:00,43.17,15.0,44.77,0.0,16.47,True
2023-05-30 14:00:00,43.97,15.1,45.63,0.0,12.13,True
2023-05-30 15:00:00,44.89,16.8,46.81,0.0,14.04,True
